0.0 0.0 0.0 1.4709829E11 0.0 0.0 
0.11934402519787318 0.0 0.0 1.470982502519648E11 1.08972E8 0.0 
0.4773760670444427 8.841134013567873E-5 0.0 1.470981310078705E11 2.1794397055422714E8 0.0 
1.0740959905514442 4.4205667012752836E-4 0.0 1.4709793226776202E11 3.269158527711459E8 0.0 
1.9095035257422344 0.0012377585241531148 0.0 1.4709765403172928E11 4.358875877592591E8 0.0 
2.9835982676517387 0.0026523392119644426 0.0 1.4709729629990717E11 5.448591166271446E8 0.0 
4.296379676326494 0.004862620710004882 0.0 1.470968590724755E11 6.53830380483491E8 0.0 
5.84784707682479 0.008045424552525753 0.0 1.470963423496591E11 7.628013204371341E8 0.0 
7.637999659216903 0.012377571722702674 0.0 1.470957461317277E11 8.717718775970937E8 0.0 
9.66683647858543 0.01803588254375175 0.0 1.47095070418996E11 9.80741993072609E8 0.0 
11.934356455025721 0.025197176570045738 0.0 1.4709431521182367E11 1.0897116079731753E9 0.0 
14.440558373646398 0.03403827247823023 0.0 1.4709348051061533E11 1.1986806634085803E9 0.0 
17.18544088456998 0.04473598795834001 0.0 1.470925663158206E11 1.3076491004889402E9 0.0 
20.16900250293361 0.05746713960491566 0.0 1.4709157262793396E11 1.4166168603247364E9 0.0 
23.391241608889842 0.07240854280812048 0.0 1.4709049944749496E11 1.525583884026851E9 0.0 
26.852156447607594 0.08973701164485787 0.0 1.4708934677508804E11 1.6345501127066038E9 0.0 
30.551745129273115 0.10962935876988923 0.0 1.470881146113426E11 1.743515487475788E9 0.0 
34.490005629091115 0.13226239530695258 0.0 1.4708680295693298E11 1.852479949446707E9 0.0 
38.66693578728596 0.15781293073988173 0.0 1.4708541181257855E11 1.96144343973221E9 0.0 
43.08253330910294 0.1864577728037265 0.0 1.4708394117904358E11 2.0704058994457288E9 0.0 
47.73679576480973 0.21837372737587374 0.0 1.4708239105713727E11 2.179367269701314E9 0.0 
52.6297205896978 0.25373759836716936 0.0 1.4708076144771384E11 2.2883274916136713E9 0.0 
57.76130508408405 0.29272618761304153 0.0 1.4707905235167242E11 2.3972865062981973E9 0.0 
63.131546413312485 0.3355162947646252 0.0 1.4707726376995712E11 2.5062442548710165E9 0.0 
68.74044160775598 0.3822847171798877 0.0 1.4707539570355698E11 2.6152006784490166E9 0.0 
74.58798756281817 0.43320824981475603 0.0 1.4707344815350598E11 2.7241557181498857E9 0.0 
80.67418103893539 0.48846368511424537 0.0 1.470714211208831E11 2.833109315092148E9 0.0 
86.9990186615788 0.5482278129035895 0.0 1.470693146068122E11 2.9420614103952E9 0.0 
93.5624969212565 0.6126774202793727 0.0 1.4706712861246216E11 3.0510119451793475E9 0.0 
100.3646121735158 0.6819892915006637 0.0 1.4706486313904675E11 3.159960860565841E9 0.0 
107.40536063894558 0.7563402078801511 0.0 1.4706251818782477E11 3.2689080976769133E9 0.0 
114.68473840317878 0.8359069476752815 0.0 1.4706009376009988E11 3.3778535976358128E9 0.0 
122.20274141689488 0.920866285979399 0.0 1.4705758985722073E11 3.486797301566843E9 0.0 
129.9593654958226 1.011394994612887 0.0 1.470550064805809E11 3.5957391505953975E9 0.0 
137.95460632074258 1.1076698420143134 0.0 1.4705234363161896E11 3.704679085847996E9 0.0 
